architecture,controls,mad.score_Dexamethasone,mad.score_FBS,mad.score_Serum Free,pval.empirical_Dexamethasone,pval.empirical_FBS,pval.empirical_Serum Free,pval.mad_Dexamethasone,pval.mad_FBS,pval.mad_Serum Free,pval.zscore_Dexamethasone,pval.zscore_FBS,pval.zscore_Serum Free,statistic_Dexamethasone,statistic_FBS,statistic_Serum Free,zscore_Dexamethasone,zscore_FBS,zscore_Serum Free
"Foxg1-1:1886, 8, set2, minProm",FALSE,-0.27595816294120606,-0.09884769905316439,-0.06744658626087342,0.6274509803921569,0.5392156862745099,0.5163398692810457,0.6087098999753062,0.5393704022273138,0.5268869084385647,0.6604049277032482,0.6410774917326145,0.6186335905894784,0.27140763849266353,0.3166950282816996,0.32054413194868464,-0.41356850247972515,-0.36134037268834274,-0.30189406687318415
"Foxg1-1:1886, 8, set2, minTK",FALSE,-0.06442970500099578,-0.4665381006227172,0.2663066647904549,0.542483660130719,0.7124183006535948,0.4117647058823529,0.5256859610064161,0.6795848089188437,0.3950015203114411,0.6246282286079091,0.7011209430746608,0.5519105166313214,0.2847275903666752,0.2966747259818691,0.3373863758634705,-0.31765909482767113,-0.5276271951323894,-0.1304897454290759
"FOXG1-1:213, 1, set1, minCMV",FALSE,1.1577696946181328,1.8778700781126716,2.759017583206634,0.23856209150326801,0.16666666666666663,0.08496732026143794,0.12347901686204144,0.030199470301900243,0.0028987707734105628,0.40652235058097297,0.29714694366410566,0.12513747140158427,0.36168951474270555,0.42432494543857435,0.4631764473152644,0.2365000078841715,0.5326239968748593,1.1496818249797947
"FOXG1-1:213, 1, set1, minProm",FALSE,-1.1827291597732907,-0.8188342136016531,-0.04886350098336781,0.9640522875816994,0.869281045751634,0.5098039215686274,0.8815417481309525,0.7935594961029474,0.5194859619530099,0.7952315274822142,0.7539435113594307,0.6149906462716095,0.21430824791342085,0.2774926242713371,0.3214818931658327,-0.8247087813296269,-0.6869519991974055,-0.2923504261377146
"FOXG1-1:213, 1, set1, minTK",FALSE,-1.2056572185830825,-0.20936574147932857,-0.02972874952093134,0.9705882352941176,0.5947712418300654,0.5065359477124183,0.8860251564783406,0.5829186327785942,0.5118583083756859,0.79817059825302,0.6595817097521219,0.6112289229817243,0.21286446752148294,0.31067745314372375,0.3224474932022788,-0.8351046238582013,-0.41132180820946235,-0.28252346840744763
"Foxg1-1:221, 1, set1, minCMV",FALSE,3.4920202652944043,1.2405480796099955,2.065142760026253,0.065359477124183,0.23202614379084963,0.1143790849673203,2.3969093754517954e-4,0.10738637116222999,0.019454747283572393,0.09768154686844396,0.40346162961554394,0.2137924100451283,0.5086773270023714,0.3896235253909202,0.4281613306639045,1.2948757542261138,0.24439713658067658,0.7933313089631193
"Foxg1-1:221, 1, set1, minProm",FALSE,-0.2840420220723207,-0.15664510609880072,-0.7965953761681468,0.6274509803921569,0.5751633986928104,0.8562091503267975,0.6118109113409038,0.562237724094692,0.787156968161584,0.661746303564174,0.6507992106267985,0.7505939759831691,0.27089859769677604,0.31354802864216424,0.2837489794487301,-0.41723381611344434,-0.38747906742200444,-0.6763600928134921
"Foxg1-1:221, 1, set1, minTK",FALSE,-0.29814194267241656,0.3034350564719451,1.1092091310873395,0.6339869281045751,0.39869281045751637,0.19281045751633985,0.6172025846308218,0.3807791665041304,0.13366998720267326,0.6640810257958348,0.5711918224647575,0.3811749871656213,0.2700107253714658,0.33859884285298647,0.37992189840603113,-0.42362688041252045,-0.17940926745754202,0.30239630084636104
"FOXG1-1:546, 4, set1, minCMV",FALSE,0.5311177026044963,0.2468452923977076,0.37784609373346983,0.3529411764705882,0.41503267973856206,0.3758169934640523,0.29766860880344537,0.40251397829052715,0.35277246487395686,0.5189948888148272,0.5812146443523587,0.5291792570857173,0.32222922435598833,0.3355175979278915,0.3430150079815297,-0.04763112956777213,-0.2050018094727656,-0.073206887293559
"FOXG1-1:546, 4, set1, minProm",FALSE,-0.3002127467152,-0.8686795330148886,-0.4088222794091639,0.6339869281045751,0.9019607843137255,0.673202614379085,0.6179925586040437,0.8074887804214891,0.6586649557037867,0.6644233880341885,0.7609911333945263,0.6833947780250242,0.2698803267931422,0.2747786062860299,0.30331723551405376,-0.42456580650804837,-0.7094943874228093,-0.47721301539960914
"FOXG1-1:546, 4, set1, minTK",FALSE,-0.46280360538440674,0.016731117957598803,0.20282711752701937,0.696078431372549,0.4901960784313726,0.42156862745098034,0.6782474266453334,0.493325561046075,0.4196350808646183,0.6908588863820108,0.6213659432414403,0.5647764820552947,0.2596419766736504,0.32298815653888246,0.3341829972739192,-0.49828635028949164,-0.3090702178501393,-0.16309068246862257
"Foxg1-1:554, 4, set1, minCMV",FALSE,1.5487125920790605,1.7594973661227613,1.7604377678133218,0.19281045751633985,0.18627450980392157,0.12745098039215685,0.06072541275152725,0.03924653361024142,0.039166805219691014,0.3395256867243741,0.31593719081824573,0.26211284510672433,0.38630719801035424,0.417879692943615,0.4127849537005716,0.4137579621394493,0.4790903118592523,0.6368451855579648
"Foxg1-1:554, 4, set1, minProm",FALSE,-0.18288614050387295,-0.1365443274123801,-0.2242555848348657,0.5882352941176471,0.5686274509803921,0.5718954248366013,0.5725563211181042,0.5543045077686904,0.5887207828913728,0.6448184912481916,0.6474290150033958,0.6489272353924604,0.2772683858916382,0.31464249198427574,0.31263105426720217,-0.3713685893906484,-0.37838855376663605,-0.38242583671284847
"Foxg1-1:554, 4, set1, minTK",FALSE,0.5199324446344803,0.4703584070622997,0.5945680688993822,0.3529411764705882,0.35620915032679734,0.3202614379084967,0.30155533049954386,0.3190494874888842,0.27606611474320253,0.5210155872895832,0.5413830702792607,0.48480630771150934,0.3215248884037018,0.347687619512519,0.3539514838239091,-0.05270265269419172,-0.10391870952375527,0.03809415015948796
"FOXG1-1:879, 8, set1, minCMV",FALSE,1.1713118615577163,-0.48042361703417297,1.1742463888293109,0.23529411764705888,0.7222222222222222,0.17320261437908502,0.12073672265794447,0.6845368978033954,0.1201481750522865,0.40414207588646894,0.7032970177259179,0.36851189145316615,0.3625422653071524,0.295918676231971,0.38320388398965805,0.24264018033258877,-0.5339068760601464,0.3357972250223288
"FOXG1-1:879, 8, set1, minProm",FALSE,-0.7040488899930287,-0.7958150996448756,0.42204100663123545,0.826797385620915,0.8562091503267975,0.36601307189542487,0.7592988362191404,0.7869302430229161,0.3364975432685691,0.7282967201732273,0.7506516029972742,0.5201419629173667,0.2444507555391051,0.27874598747614665,0.345245222969615,-0.6076697049972734,-0.6765416776360855,-0.05050988274705353
"FOXG1-1:879, 8, set1, minTK",FALSE,6.664582517620975,-0.16719087451948772,-0.7289377260241268,0.022875816993464082,0.5784313725490196,0.8169934640522876,1.3270937190204457e-11,0.5663900677809446,0.7669801218032246,0.003134668888233028,0.6525626416338149,0.7394378927176788,0.7084536451857179,0.3129738241732281,0.2871631983150254,2.7333515476151704,-0.39224835787239737,-0.6416134241985543
"Foxg1-1:887, 8, set1, minCMV",FALSE,6.463294275166887,9.197000770228955,8.332639752969714,0.02614379084967322,0.009803921568627416,0.013071895424836555,5.1223892243043406e-11,1.840399130075241e-20,3.952972424780412e-17,0.0041198666380560965,6.084961278441765e-5,3.0089903993405864e-5,0.6957785199169907,0.8228428518148099,0.7444390380954541,2.642085170083352,3.842677728626921,4.012104656771643
"Foxg1-1:887, 8, set1, minProm",FALSE,-0.1283638288603843,-0.314705906904849,-0.4407740108014642,0.5555555555555556,0.6372549019607843,0.6928104575163399,0.5510694726544033,0.6235075205372659,0.670311694897897,0.6355719420093382,0.6768691166286794,0.6892135391178116,0.28070165711302825,0.304941807211356,0.3017048501607615,-0.346647553438948,-0.45896156521581033,-0.4936223382182186
"Foxg1-1:887, 8, set1, minTK",FALSE,-1.1927859347758876,-0.3517043366800973,-0.06770120907387213,0.9640522875816994,0.6405228758169934,0.5163398692810457,0.8835233900225081,0.6374699960438839,0.5269882565900375,0.7965237932676857,0.6828537977392549,0.6186834335994205,0.21367497255961376,0.302927286991199,0.3205312828767751,-0.8292686374491363,-0.47569398819036396,-0.30202483249224177
"FOXG1-2:1213, 1, set2, minCMV",FALSE,4.947341661472284,5.213292992024175,5.354755355542042,0.03594771241830064,0.05228758169934644,0.02614379084967322,3.7616928623076324e-7,9.275876584900827e-8,4.283612613255749e-8,0.02530717714890551,0.020622507751782277,0.006518362435531971,0.6003189488771363,0.6059347311421,0.5941655794444143,1.9547350204919958,2.0410584718947105,2.482764484436996
"FOXG1-2:1213, 1, set2, minProm",FALSE,-0.10539544964873504,-0.7504764012070817,0.03724532712852473,0.5490196078431373,0.8300653594771241,0.49673202614379086,0.5419689866948799,0.7735160842273414,0.485144698921673,0.6316525769870659,0.744099967908712,0.5979822597867117,0.28214797648160084,0.28121462534303365,0.32582721678952326,-0.3362334291817774,-0.656037394508794,-0.2481278598964155
"FOXG1-2:1213, 1, set2, minTK",FALSE,0.6411964731137287,0.30902243342875485,0.9143379373211599,0.326797385620915,0.39869281045751637,0.23202614379084963,0.260697520397843,0.3786522310188796,0.18026965101291834,0.4990904776383053,0.5701996158985922,0.4198344233954055,0.3291608870731996,0.33890306884110294,0.3700880820550685,0.0022798364431985325,-0.1768823938813515,0.20231708174878144
"Foxg1-2:1221, 1, set2, minCMV",FALSE,6.724198054257449,3.12280982027305,2.7903119389155813,0.022875816993464082,0.09150326797385622,0.08496732026143794,8.828107069470736e-12,8.956672860716346e-4,0.002632864059267564,0.0028866913097059634,0.13661728559763286,0.12185705281452948,0.712207636902358,0.4921104244087376,0.4647556594138609,2.76038190968248,1.0956440620559746,1.165753541999557
"Foxg1-2:1221, 1, set2, minProm",FALSE,0.5466701952192373,-0.36906777122861,-0.05194279844763342,0.3464052287581699,0.6503267973856209,0.5098039215686274,0.29230266706850616,0.6439613946857372,0.520712863972608,0.5161844174454229,0.6856461408829446,0.6155950095854589,0.3232085651745548,0.30198186876124067,0.321326502083301,-0.04057945260327418,-0.48354654660761487,-0.2939318486129247
"Foxg1-2:1221, 1, set2, minTK",FALSE,-0.056806969730591496,0.7226883385145649,0.5291045730768911,0.5392156862745099,0.3104575163398693,0.33333333333333337,0.5226505190681011,0.23493569081882493,0.298366454634032,0.6233165146780859,0.49593217383521093,0.49821500869728214,0.285207594182421,0.3614266822821906,0.35064798891956317,-0.3142028599948169,0.010196704774826128,0.004474324598335183
"FOXG1-2:1546, 4, set2, minCMV",FALSE,4.998787855049546,2.4509775277935972,2.2789839016251063,0.0326797385620915,0.11764705882352944,0.10457516339869277,2.8845916311311967e-7,0.007123442375405984,0.011334011139238081,0.023960895315856844,0.2142357264541218,0.18322238944753874,0.6035585168729656,0.45552996015725916,0.43895243053927396,1.9780613095407382,0.791810030341184,0.9031528482503816
"FOXG1-2:1546, 4, set2, minProm",FALSE,0.15641348408981748,-0.3470650203949112,-0.11835580620480543,0.4411764705882353,0.6405228758169934,0.5294117647058824,0.43785355461099285,0.6357287641360644,0.5471071294380334,0.5861008864482691,0.6821059401573789,0.6285590301730468,0.29863409107602357,0.30317989221042,0.31797509180568595,-0.2175262821747402,-0.47359587205765175,-0.32803931121837415
"FOXG1-2:1546, 4, set2, minTK",FALSE,-0.6094774976062266,0.20364747292555668,0.307962714118682,0.7875816993464052,0.4248366013071896,0.39869281045751637,0.7288960081792131,0.419314496201799,0.37905535208967633,0.7138916817791852,0.5888306050146104,0.5434370701024742,0.250405918298371,0.3331655283583997,0.33948847177145747,-0.56478996052709,-0.22453788685164913,-0.10909661488531083
"Foxg1-2:1554, 4, set2, minCMV",FALSE,3.061744626261182,2.6603292865876553,3.186749366921327,0.08823529411764708,0.10457516339869277,0.07189542483660127,0.001100255510584147,0.003903214478397743,7.194069834689672e-4,0.13571314706092566,0.18767711983984148,0.08544489697808573,0.4815828600909636,0.4669289128635767,0.4847611450185427,1.0997838877764003,0.8864887018385448,1.3693503253367239
"Foxg1-2:1554, 4, set2, minProm",FALSE,-0.18293072621690976,0.5700391044735542,0.05619117900468151,0.5882352941176471,0.3431372549019608,0.4934640522875817,0.5725738131803387,0.2843255879163831,0.47759475409809266,0.6448260187137348,0.523459600242957,0.5942137576305357,0.2772655783282602,0.35311511418497304,0.3267832843558061,-0.37138880505982474,-0.05883842904657083,-0.23839791457068799
"Foxg1-2:1554, 4, set2, minTK",FALSE,-0.18735562788155186,-0.05531894391272771,0.5757274991670995,0.5915032679738562,0.5196078431372548,0.3202614379084967,0.57430909483372,0.5220578148928551,0.28239969251542735,0.6455727992182139,0.633694590481649,0.4886642747062792,0.27698694216840636,0.31906511690225337,0.35300072912736286,-0.3733951057803376,-0.3416546306990214,0.028418274163045147
"FOXG1-2:1879, 8, set2, minCMV",FALSE,5.775021471018042,2.230580093785227,2.841667582882265,0.02941176470588236,0.130718954248366,0.08496732026143794,3.847163641097938e-9,0.01285447830184574,0.0022439129217486854,0.009902693548144091,0.24442596689884472,0.1166055190806688,0.6524379655692395,0.44352958365539974,0.4673472275240237,2.330014455855423,0.6921359871253978,1.192128054543499
"FOXG1-2:1879, 8, set2, minProm",FALSE,0.08008253890963711,-0.015321440816055795,0.21712232011706853,0.46405228758169936,0.5065359477124183,0.4183006535947712,0.46808580503560604,0.506112131403632,0.4140565099560156,0.5995318732830432,0.6268666407785997,0.5618846240942035,0.29382752969795495,0.3212429330753587,0.3349043783782964,-0.252135600509684,-0.3235658862900016,-0.15574915248461468
"FOXG1-2:1879, 8, set2, minTK",FALSE,0.1417937095996891,0.1758399973258116,0.5819066878803433,0.4411764705882353,0.434640522875817,0.3202614379084967,0.44362147643924493,0.43020982292890014,0.2803147677274814,0.5886816724067723,0.5937157194044449,0.4873988331058442,0.29771348353927096,0.3316514445930209,0.35331255051989197,-0.22415505413766518,-0.23711372983785034,0.03159169538106274
"Foxg1-2:1887, 8, set2, minCMV",FALSE,14.643351515117859,23.78533927913978,26.088343455235123,0.0032679738562091387,0,0,7.428042764607958e-49,2.3683334913133825e-125,2.4720326889329096e-150,1.0694864540628805e-10,8.122741195313469e-26,1.0961963276756336e-39,1.2108769129360777,1.6171604237555772,1.640447965919289,6.351016120004754,10.440207729491044,13.130830347870283
"Foxg1-2:1887, 8, set2, minProm",FALSE,-0.4956299786529801,0.4374127270518278,1.0562150399600192,0.7222222222222222,0.36601307189542487,0.20261437908496727,0.6899222511050375,0.3309060279089864,0.1454349905008129,0.6960838657098458,0.5472903406863024,0.39158884620037654,0.2575748991920033,0.34589376666657146,0.377247649073636,-0.5131702011255054,-0.11881828922127805,0.27518033755128396
"Foxg1-2:1887, 8, set2, minTK",FALSE,-1.0144985926893269,-0.2471898875958465,0.2632865851148869,0.934640522875817,0.607843137254902,0.4117647058823529,0.844827549699501,0.597619364476237,0.39616484928605594,0.7728999241631426,0.6658301043878535,0.5525239722042558,0.2249017306018328,0.3086179736570328,0.3372339730977213,-0.7484311296362897,-0.4284276587906213,-0.13204075566153733
"FOXG1-2:214, 1, set1, minCMV",FALSE,5.595786360391317,5.506082803200875,6.420315336434489,0.02941176470588236,0.04575163398692805,0.022875816993464082,1.0981200724548885e-8,1.8345300284100998e-8,6.799617322393311e-11,0.01226429157060128,0.014872415302342169,0.001222769262839155,0.6411515265201922,0.621876785938869,0.6479371039089509,2.2487472190114874,2.1734717389714042,3.0299998593960193
"FOXG1-2:214, 1, set1, minProm",FALSE,-0.014867423597640289,-0.06221537590117544,-0.07007138081407685,0.5098039215686274,0.5196078431372548,0.5196078431372548,0.5059310253736758,0.5248043409938897,0.5279315772514471,0.6160744811816427,0.6348676791906501,0.6191473057009805,0.2878485283694735,0.31868961443439026,0.3204116765195555,-0.29518699297637396,-0.3447735202774961,-0.3032420721073049
"FOXG1-2:214, 1, set1, minTK",FALSE,-0.2654408674433732,-0.5945169948736247,-0.5571386759867559,0.6209150326797386,0.7875816993464052,0.7516339869281046,0.6046650713839357,0.723916810568995,0.7112836577453224,0.6586567217482566,0.7208959797877472,0.7099995050500844,0.2720699128326745,0.28970642835983684,0.29583272137118555,-0.40879984113211637,-0.585505245726159,-0.5533832736198286
"Foxg1-2:222, 1, set1, minCMV",FALSE,1.2103915955183147,1.9232103261479985,1.2284255542817766,0.22549019607843135,0.16666666666666663,0.16993464052287577,0.11306433266617597,0.02722682047564564,0.10964362993292381,0.397293287930217,0.29008754660856273,0.3580702219603552,0.36500311705576904,0.4267936676791924,0.38593793591806796,0.26035937599949177,0.5531289808027393,0.36362180219584
"Foxg1-2:222, 1, set1, minProm",FALSE,0.744374907843639,0.8398505768673815,0.8822564114155786,0.303921568627451,0.29738562091503273,0.24183006535947715,0.22832484743655942,0.2004960857397409,0.18881908112801352,0.48043489872908374,0.47481040803723884,0.4262846860435428,0.335658035487276,0.36780602593635037,0.3684691468604051,0.04906211176337751,0.06318295691237763,0.18584110088143088
"Foxg1-2:222, 1, set1, minTK",FALSE,-0.13596498950158523,0.6094204504388239,0.31128687159912494,0.5588235294117647,0.33006535947712423,0.39869281045751637,0.5540755208895741,0.2711228930293409,0.37779127340161606,0.6368659254729545,0.5163633484889525,0.5427599843910088,0.2802230118521809,0.35525938133971346,0.3396562192643146,-0.350094006089644,-0.04102833975356648,-0.1073894406315354
"FOXG1-2:547, 4, set1, minCMV",FALSE,3.3808325385243143,1.2150322927467456,1.457478986882071,0.07189542483660127,0.23202614379084963,0.16013071895424835,3.6133285636318204e-4,0.11217688756810926,0.07249210382580909,0.10666479291587667,0.4079359520298493,0.31516733320714907,0.5016758332838431,0.3882342213344648,0.39749669607762017,1.244461974838983,0.2328577025852891,0.4812558568923119
"FOXG1-2:547, 4, set1, minProm",FALSE,-0.6887294795131916,-0.6687990324409335,-0.7113925688536333,0.8235294117647058,0.8169934640522876,0.8104575163398693,0.7545032394110078,0.748188157985423,0.761579498680556,0.7259879878961227,0.7320744495613548,0.7365034800800736,0.2454154191702622,0.2856618603178191,0.28804858239939873,-0.600723710122602,-0.6190990625323901,-0.6326028280471594
"FOXG1-2:547, 4, set1, minTK",FALSE,0.9751197423587143,1.7651705526836718,0.9804390544810824,0.2712418300653595,0.18627450980392157,0.21895424836601307,0.1647504333668468,0.03876755303632152,0.1634347198278398,0.4389292758578318,0.31502517149732245,0.406613767277698,0.35018804303730666,0.4181885911619746,0.3734237533473791,0.1536844430213657,0.48165599255779407,0.23626436794840427
"Foxg1-2:555, 4, set1, minCMV",FALSE,2.7172342810930648,3.717288210635097,3.7968402635859198,0.0980392156862745,0.07189542483660127,0.05555555555555558,0.0032914995643173396,1.0068633707954825e-4,7.327607802048723e-5,0.1726924188013322,0.08620590774190094,0.04621927678782523,0.4598890357118555,0.5244790612699679,0.5155482599288788,0.9435789806124751,1.3644950359268737,1.682672265520431
"Foxg1-2:555, 4, set1, minProm",FALSE,-0.17520184639405437,-0.10147694800486214,0.3005213472148708,0.5849673202614378,0.5457516339869282,0.39869281045751637,0.5695394832197681,0.5404140720439301,0.3818897578932152,0.6435202996698325,0.6415217869969064,0.5449523154391835,0.27775226606892134,0.3165518688230632,0.33911295687816845,-0.3678844430801544,-0.3625294422200081,-0.11291824790535367
"Foxg1-2:555, 4, set1, minTK",FALSE,-0.023169196969692805,-0.1425569381576627,0.3960502773577235,0.5130718954248366,0.5718954248366013,0.37254901960784315,0.5092423453669255,0.5566799457999599,0.34603396914583057,0.6175113259870042,0.6484383470679222,0.5254582877641739,0.2873257655088094,0.31431511252531263,0.343933648623691,-0.29895111140435493,-0.3811077379801974,-0.06385783756376542
"FOXG1-2:880, 8, set1, minCMV",FALSE,15.089240766497023,5.293109488569873,4.9660630227674165,0.0032679738562091387,0.05228758169934644,0.03594771241830064,9.531156579047004e-52,6.012693646542746e-8,3.4162879407225026e-7,2.816088609087117e-11,0.01889361720756351,0.011210904920359012,1.238954569376935,0.6102806438516434,0.5745509358243869,6.55318737579995,2.0771552302885783,2.2831453186613913
"FOXG1-2:880, 8, set1, minProm",FALSE,1.2395941480038208,-0.7824531461324039,-0.70383687413293194,0.22549019607843135,0.8529411764705882,0.8104575163398693,0.10756277312684323,0.7830258446458068,0.7592328164150562,0.3921959611635054,0.7487300568919113,0.7352346209020826,0.3668420024591467,0.27947352985281476,0.28842986663567466,0.27360014529401655,-0.6704987763752711,-0.6287224801477422
"FOXG1-2:880, 8, set1, minTK",FALSE,1.7608834925488575,-0.18917474574060222,-0.21105457173042297,0.17320261437908502,0.5882352941176471,0.5686274509803921,0.03912906221571321,0.5750220698740536,0.5835776558920297,0.3050402119278977,0.656228081255275,0.6464100471256584,0.3996676045052677,0.31177682869635814,0.31329721911182,0.5099586605382102,-0.4021904941772167,-0.3756462452439588
"Foxg1-2:888, 8, set1, minCMV",FALSE,2.2005147574193846,2.0507961092558085,1.76787100922338,0.130718954248366,0.15032679738562094,0.12745098039215685,0.013885197040411142,0.020143403311953814,0.03854123519181475,0.23907149886249732,0.2706563141175424,0.2608709442979803,0.4273511953913768,0.43374056086997315,0.41316005855576426,0.7092924741046742,0.6108292481240222,0.6406626456006995
"Foxg1-2:888, 8, set1, minProm",FALSE,0.38764070650674437,-0.26294663467011287,0.318392606518062,0.3758169934640523,0.6111111111111112,0.3921568627450981,0.349140970207234,0.6037041443183372,0.37509357292731027,0.5448599445946506,0.6684196782054247,0.5413122289077182,0.3131944746033569,0.3077600376371035,0.3400147971068422,-0.11268523075788724,-0.4355535978737459,-0.10374017678674724
"Foxg1-2:888, 8, set1, minTK",FALSE,0.14172518139202353,0.19496146383107396,0.5768121257011374,0.4411764705882353,0.4248366013071896,0.3202614379084967,0.4436485419174175,0.42271155804291016,0.2820331886807804,0.588693760551825,0.5903580489686024,0.4884421444461024,0.2977091683164541,0.3326925855589458,0.3530554628103612,-0.22418612560610335,-0.22846610702241257,0.028975301471397662
"FOXI1-1:1214, 1, set2, minCMV",FALSE,3.5511341726065813,5.540011530444495,5.766306318014401,0.065359477124183,0.04575163398692805,0.02614379084967322,1.9178741036739825e-4,1.512258659569131e-8,4.051386505022693e-9,0.09313758685832955,0.014305111848480193,0.0035287050758753963,0.5123997311088938,0.6237241645301137,0.6149337417663997,1.32167867185487,2.1888158986743194,2.6941230651850097
"FOXI1-1:1214, 1, set2, minProm",FALSE,0.1583377107144051,0.9897142116391596,0.6722834091110448,0.43790849673202614,0.2712418300653595,0.30718954248366015,0.43709534703921754,0.16115691330908927,0.2507016448876172,0.5857609287008111,0.4479041426557452,0.46891159779137637,0.2987552596709435,0.37596592148726765,0.35787324551954003,-0.2166538159470297,0.13095831226497076,0.07800610641105249
"FOXI1-1:1214, 1, set2, minTK",FALSE,-0.8002418477514762,0.9217040357410875,1.0570449514879703,0.8627450980392157,0.28104575163398693,0.20261437908496727,0.7882146558893521,0.17834148745648065,0.14524553634025186,0.7425686338438564,0.4600924058009845,0.3914251384128462,0.23839348277099595,0.3722628488067411,0.37728952903237023,-0.651284685642192,0.10020092508359275,0.27560655189334354
"FOXI1-1:1547, 4, set2, minCMV",FALSE,4.413963113564252,2.8496840041515314,4.1897123285843065,0.04575163398692805,0.10130718954248363,0.042483660130718914,5.074762975609404e-6,0.0021881341988457042,1.3965416068254424e-5,0.043365917838304055,0.16549448792303856,0.02975287694017614,0.5667320894164893,0.47723905060811805,0.5353738260474566,1.7128951230034435,0.9721237746173774,1.8844379996466818
"FOXI1-1:1547, 4, set2, minProm",FALSE,1.5565158136941881,0.8473749761950649,0.27365146221203207,0.18627450980392157,0.29084967320261434,0.40522875816993464,0.05979274263160287,0.19839307393042246,0.3921762409059415,0.33823094543063215,0.473455708295507,0.5504180847551088,0.38679856705538895,0.36821572047426004,0.33775701755546667,0.4172960315329119,0.06658584273604769,-0.1267177072115478
"FOXI1-1:1547, 4, set2, minTK",FALSE,0.6630140427888263,0.2067429213832565,-0.127177551341235,0.3202614379084967,0.42156862745098034,0.5294117647058824,0.2536607801698505,0.418105317532996,0.5506000637361079,0.49514412642350336,0.5882859401868689,0.6302705009851233,0.3305347399387197,0.3333340718221729,0.3175299186639299,0.012172170573188172,-0.22313798006628568,-0.33256985956299545
"FOXI1-1:1880, 8, set2, minCMV",FALSE,18.14116320958824,15.742681314597846,10.527084732562864,0.0032679738562091387,0.0032679738562091387,0.0065359477124182774,7.540267459179833e-74,3.8552988748022563e-56,3.240531407790665e-26,1.0359532083337692e-15,5.125229179510358e-12,1.3803094959095572e-7,1.4311341959909651,1.1792473233402794,0.8551776675693615,7.936963708153412,6.8029410746664976,5.139096982655376
"FOXI1-1:1880, 8, set2, minProm",FALSE,0.6293277575259402,0.10857994621219844,1.5496122536859245,0.33333333333333337,0.4575163398692811,0.1470588235294118,0.26456725135541304,0.45676783365124296,0.060617305034709135,0.5012373470752989,0.6054701624008749,0.29855106574857715,0.3284135137789625,0.32798921530923075,0.4021460319186601,-0.0031015741372031275,-0.2675318754553699,0.5285723700025161
"FOXI1-1:1880, 8, set2, minTK",FALSE,0.7373970461769918,0.23044946585230233,0.39396966452420834,0.3104575163398693,0.41503267973856206,0.37254901960784315,0.23044046561878256,0.4088712635582123,0.3468017179769105,0.48169566655126217,0.5841090482282527,0.5258836874977787,0.3352186393772286,0.3346248647956329,0.3438286543240882,0.0458982699538973,-0.21241677022763172,-0.0649263695699502
"FOXI1-1:215, 1, set1, minCMV",FALSE,4.054317942522826,3.513473144226274,3.7514817845646498,0.04575163398692805,0.07516339869281041,0.05882352941176472,2.514039575675905e-5,2.211445608330522e-4,8.789626347133367e-5,0.06059141265850381,0.1016296665409802,0.04851985420891079,0.5440852247031535,0.5133815748375058,0.5132593277166126,1.54982791372395,1.2723203160683394,1.6593776929765311
"FOXI1-1:215, 1, set1, minProm",FALSE,0.6377839816176889,0.5984807675255827,1.1794546323074449,0.326797385620915,0.33986928104575165,0.17320261437908502,0.26180715411138505,0.2747595939947539,0.11910859587462076,0.49970774528281864,0.5183352215947148,0.36750376133053086,0.32894600240500727,0.35466372869810936,0.38346670841683594,7.325740030054671e-4,-0.04597577678869995,0.33847200178172576
"FOXI1-1:215, 1, set1, minTK",FALSE,-0.5429058013794115,1.0148978274146354,1.3140227425637059,0.7450980392156863,0.2679738562091504,0.16993464052287577,0.7064026692971183,0.15507726697575996,0.0944192754761278,0.703538693603106,0.44340275540206286,0.3417904347902569,0.25459793954481313,0.37733713922554857,0.3902574405788402,-0.5346055966184237,0.14234752293535993,0.40758160761727474
"FOXI1-1:548, 4, set1, minCMV",FALSE,2.6623392097519356,2.1061922681264442,3.224692340294733,0.10130718954248363,0.1470588235294118,0.06862745098039214,0.0038799816969675416,0.017593827256903713,6.305405629875013e-4,0.1791291505206165,0.2624266723950762,0.08244122965565953,0.4564322918037098,0.4367568154202834,0.4866758673782325,0.918688931176039,0.6358819859569436,1.3888365463222996
"FOXI1-1:548, 4, set1, minProm",FALSE,0.23699272035982177,0.24336367205274426,0.214286929506517,0.4019607843137255,0.41503267973856206,0.4183006535947712,0.4063312188603739,0.4038618417150723,0.4151616550288779,0.5718125779463191,0.5818296384892268,0.5624584792797193,0.3037081674419774,0.33532802786704174,0.33476129560649964,-0.18099074036175414,-0.20657636127408857,-0.1572053126930911
"FOXI1-1:548, 4, set1, minTK",FALSE,0.47514346008982455,-0.09477246242064331,0.6416848233035789,0.3529411764705882,0.5359477124183006,0.3104575163398693,0.3173423617356228,0.5377522198989663,0.26053892264204714,0.5291011140095957,0.640388473717932,0.47516526380342705,0.31870452501416063,0.31691692003894467,0.3563291441692356,-0.07301048748315962,-0.35949735979641845,0.062291713155085617
"FOXI1-1:881, 8, set1, minCMV",FALSE,4.778768632347135,5.557941990688026,7.516410364959256,0.039215686274509776,0.04575163398692805,0.016339869281045805,8.81860027071521e-7,1.3648703504168037e-8,2.815032463620245e-14,0.030169925229533073,0.014012905358352376,1.634983866107945e-4,0.5897039013460943,0.6247004566305282,0.7032495233866541,1.8783020926158072,2.196924892670705,3.592916996564684
