statistic,pval,fdr,df.test,df.dna,df.rna.full,df.rna.red,architecture
15.045997745319255,5.405092146443663e-4,0.0019123315647152637,2,76,7,5,"EGR1-1:336, 4, set1, minCMV"
14.168049497635366,8.383920315319836e-4,0.002804686196987714,2,84,7,5,"EGR1-1:336, 4, set1, minProm"
7.331600951774817,0.025583683962880088,0.055270836053468,2,102,7,5,"EGR1-1:336, 4, set1, minTK"
21.142647502244472,2.5640850615713965e-5,1.1993464632283013e-4,2,69,7,5,"EGR1-1:669, 8, set1, minCMV"
2.2097154916555155,0.3312580017232639,0.4433616575690318,2,75,7,5,"EGR1-1:669, 8, set1, minProm"
1.9981009744387848,0.36822891329042284,0.47947463033836696,2,69,7,5,"EGR1-1:669, 8, set1, minTK"
12.92060132251936,0.0015643253076642197,0.004899584925891707,2,105,7,5,"EHF-1:1052, 1, set2, minCMV"
78.603931757184,8.538333047963166e-18,1.2546038655643484e-16,2,104,7,5,"EHF-1:1052, 1, set2, minProm"
43.85275272539366,3.0025879513337007e-10,2.6611681381084545e-9,2,105,7,5,"EHF-1:1052, 1, set2, minTK"
10.453952404364827,0.00536973778006034,0.014446311627302063,2,105,7,5,"EHF-1:1385, 4, set2, minCMV"
70.6179846279274,4.629131057602831e-16,6.127612705990645e-15,2,105,7,5,"EHF-1:1385, 4, set2, minProm"
61.29634242357952,4.894049552521588e-14,5.725571876492875e-13,2,104,7,5,"EHF-1:1385, 4, set2, minTK"
10.645981048212889,0.004878143684005923,0.013304422072453099,2,84,7,5,"EHF-1:1718, 8, set2, minCMV"
37.27149632086912,8.064870678235035e-9,6.16099946588552e-8,2,85,7,5,"EHF-1:1718, 8, set2, minProm"
23.747364757369724,6.971484450968301e-6,3.5952021408771874e-5,2,89,7,5,"EHF-1:1718, 8, set2, minTK"
2.7603842628450366,0.25153022155763083,0.3582353877189791,2,73,7,5,"EHF-1:386, 4, set1, minCMV"
71.00330170843245,3.817938562708062e-16,5.083817543665227e-15,2,56,7,5,"EHF-1:386, 4, set1, minProm"
122.06358666855886,3.1205341108956966e-27,6.084546193371862e-26,2,61,7,5,"EHF-1:386, 4, set1, minTK"
11.470755641812502,0.0032296619040135762,0.009209184500673808,2,70,7,5,"EHF-1:53, 1, set1, minCMV"
11.79909714616224,0.002740681757074967,0.007970297041645098,2,61,7,5,"EHF-1:53, 1, set1, minProm"
21.140905455627944,2.5663194123689445e-5,1.1993464632283013e-4,2,71,7,5,"EHF-1:53, 1, set1, minTK"
12.12056310762182,0.00233374372058133,0.006917883171723228,2,68,7,5,"EHF-1:719, 8, set1, minCMV"
28.842265253197183,5.457348365020313e-7,3.3418777325976832e-6,2,67,7,5,"EHF-1:719, 8, set1, minProm"
24.37158849437401,5.102427009644324e-6,2.6969971336691427e-5,2,87,7,5,"EHF-1:719, 8, set1, minTK"
8.85933279902929,0.011918465015378488,0.02865096364949302,2,97,7,5,"ELF1-1:1053, 1, set2, minCMV"
32.52852987674123,8.640114245451705e-8,5.916118360709517e-7,2,95,7,5,"ELF1-1:1053, 1, set2, minProm"
16.04444757987585,3.280896086008128e-4,0.0012183351729299833,2,93,7,5,"ELF1-1:1053, 1, set2, minTK"
7.781949508902471,0.020425426555759286,0.045438240134340224,2,105,7,5,"ELF1-1:1386, 4, set2, minCMV"
38.20059787261289,5.068104595381009e-9,3.955311108618826e-8,2,104,7,5,"ELF1-1:1386, 4, set2, minProm"
25.70648163121041,2.6176310840086023e-6,1.4523477974689103e-5,2,89,7,5,"ELF1-1:1386, 4, set2, minTK"
2.1372166829733033,0.34348620045085804,0.45487111754402115,2,86,7,5,"ELF1-1:1719, 8, set2, minCMV"
32.15107190570416,1.0434783481955988e-7,7.035174549525102e-7,2,98,7,5,"ELF1-1:1719, 8, set2, minProm"
42.026313875507185,7.483450573140928e-10,6.383799086143275e-9,2,104,7,5,"ELF1-1:1719, 8, set2, minTK"
1.5108760492821602,0.4698047835825652,0.5746944793395968,2,71,7,5,"ELF1-1:387, 4, set1, minCMV"
14.220009945761376,8.168909297937989e-4,0.0027432171081429816,2,58,7,5,"ELF1-1:387, 4, set1, minProm"
106.00478224595327,9.579746295239374e-24,1.6859255514429867e-22,2,54,7,5,"ELF1-1:387, 4, set1, minTK"
4.9658955951908865,0.08349673099973717,0.1492540517463288,2,69,7,5,"ELF1-1:54, 1, set1, minCMV"
24.18204641785269,5.609644502777788e-6,2.9397983392543662e-5,2,70,7,5,"ELF1-1:54, 1, set1, minProm"
6.349841816505432,0.04179740978436321,0.08373114510618357,2,71,7,5,"ELF1-1:54, 1, set1, minTK"
2.573273440360026,0.27619815438996503,0.38441175260892024,2,51,7,5,"ELF1-1:720, 8, set1, minCMV"
26.1832337047681,2.0624481625055816e-6,1.1621611572577324e-5,2,73,7,5,"ELF1-1:720, 8, set1, minProm"
47.29479253037471,5.371137750857202e-11,5.075312010117682e-10,2,48,7,5,"ELF1-1:720, 8, set1, minTK"
11.562166423987946,0.0030853714860758588,0.008822323867540933,2,105,7,5,"ELF1-2:1054, 1, set2, minCMV"
43.08706625871491,4.403139461991351e-10,3.841489002208932e-9,2,103,7,5,"ELF1-2:1054, 1, set2, minProm"
41.336452017094416,1.056582695834877e-9,8.889768380572348e-9,2,92,7,5,"ELF1-2:1054, 1, set2, minTK"
9.657531649656448,0.007996384117201955,0.020438531522203252,2,90,7,5,"ELF1-2:1387, 4, set2, minCMV"
54.57228237020172,1.4118203933843362e-12,1.487375790080033e-11,2,100,7,5,"ELF1-2:1387, 4, set2, minProm"
65.39940111993201,6.29072190844521e-15,7.85317356944522e-14,2,102,7,5,"ELF1-2:1387, 4, set2, minTK"
18.279220747009276,1.073291396425409e-4,4.4421534749628454e-4,2,99,7,5,"ELF1-2:1720, 8, set2, minCMV"
32.91019799737933,7.139064499317204e-8,4.960196171358175e-7,2,85,7,5,"ELF1-2:1720, 8, set2, minProm"
61.97843854830353,3.479790280564693e-14,4.1340177762530647e-13,2,90,7,5,"ELF1-2:1720, 8, set2, minTK"
12.660411868985648,0.001781666824665612,0.005457854183090368,2,90,7,5,"ELF1-2:388, 4, set1, minCMV"
173.50997336234468,2.1027517678688513e-38,5.1454587084663286e-37,2,98,7,5,"ELF1-2:388, 4, set1, minProm"
46.712598004510255,7.186016757685652e-11,6.677233725522735e-10,2,94,7,5,"ELF1-2:388, 4, set1, minTK"
8.116639125500114,0.01727802937772868,0.039553356853525734,2,76,7,5,"ELF1-2:55, 1, set1, minCMV"
42.36774077357404,6.309021184173459e-10,5.419581554292782e-9,2,64,7,5,"ELF1-2:55, 1, set1, minProm"
84.62389702837936,4.20876077948131e-19,6.527830481710658e-18,2,89,7,5,"ELF1-2:55, 1, set1, minTK"
13.597192812671892,0.001115339533209362,0.0036245584195618522,2,75,7,5,"ELF1-2:721, 8, set1, minCMV"
44.879106188893275,1.7973221010270882e-10,1.6234047565453496e-9,2,79,7,5,"ELF1-2:721, 8, set1, minProm"
51.497939001882514,6.566963932680162e-12,6.633929683309465e-11,2,89,7,5,"ELF1-2:721, 8, set1, minTK"
16.67482997141451,2.3939037131811343e-4,9.178125222446021e-4,2,105,7,5,"ELF3-1:1055, 1, set2, minCMV"
33.19169159694866,6.2017713042248585e-08,4.3483195605649634e-7,2,104,7,5,"ELF3-1:1055, 1, set2, minProm"
57.344708230719334,3.529838409539179e-13,3.8784020592825826e-12,2,105,7,5,"ELF3-1:1055, 1, set2, minTK"
8.980916672027888,0.011215502162822464,0.0272167579154704,2,105,7,5,"ELF3-1:1388, 4, set2, minCMV"
53.372664745322254,2.5720126977176916e-12,2.655008737711271e-11,2,93,7,5,"ELF3-1:1388, 4, set2, minProm"
38.39736439016815,4.5932307421260885e-9,3.6030170138107836e-8,2,103,7,5,"ELF3-1:1388, 4, set2, minTK"
12.913670676558468,0.0015697556035321684,0.004911583757969729,2,105,7,5,"ELF3-1:1721, 8, set2, minCMV"
41.88138470523245,8.045867272642484e-10,6.835092225251748e-9,2,101,7,5,"ELF3-1:1721, 8, set2, minProm"
38.32939195064591,4.752020336527417e-9,3.72282001364176e-8,2,103,7,5,"ELF3-1:1721, 8, set2, minTK"
16.648317763254454,2.4258488159714946e-4,9.294799393447861e-4,2,79,7,5,"ELF3-1:389, 4, set1, minCMV"
44.48107861425524,2.1930902512130086e-10,1.9721757427452852e-9,2,90,7,5,"ELF3-1:389, 4, set1, minProm"
26.82670170064739,1.4950500845318351e-6,8.622157388915053e-6,2,67,7,5,"ELF3-1:389, 4, set1, minTK"
9.481155764751747,0.008733597734699568,0.022141959691061912,2,88,7,5,"ELF3-1:56, 1, set1, minCMV"
28.27931911939413,7.231424848687132e-7,4.3715956122673596e-6,2,105,7,5,"ELF3-1:56, 1, set1, minProm"
59.94432167346622,9.6217914156429706e-14,1.0984580460014707e-12,2,85,7,5,"ELF3-1:56, 1, set1, minTK"
12.834443701820419,0.0016331871755247889,0.005076435036474318,2,85,7,5,"ELF3-1:722, 8, set1, minCMV"
19.560977007448855,5.654416726319858e-5,2.475369033004745e-4,2,80,7,5,"ELF3-1:722, 8, set1, minProm"
35.102884574478594,2.385093809553906e-8,1.7544007399137833e-7,2,73,7,5,"ELF3-1:722, 8, set1, minTK"
7.4375463320320705,0.024263717146005472,0.05269380776662017,2,105,7,5,"ELK1-1:1056, 1, set2, minCMV"
50.04363609939537,1.358821762623389e-11,1.3504665479017564e-10,2,104,7,5,"ELK1-1:1056, 1, set2, minProm"
27.324102413893343,1.1658603951202217e-6,6.83926890814556e-6,2,103,7,5,"ELK1-1:1056, 1, set2, minTK"
9.885982477082507,0.007133229237938667,0.018533252851197394,2,95,7,5,"ELK1-1:1389, 4, set2, minCMV"
74.16453041838577,7.859172898501825e-17,1.0970690896045046e-15,2,98,7,5,"ELK1-1:1389, 4, set2, minProm"
78.43621038394667,9.285244079069128e-18,1.357856407943871e-16,2,104,7,5,"ELK1-1:1389, 4, set2, minTK"
0.5617407839272346,0.7551261995620316,0.8233596871489435,2,96,7,5,"ELK1-1:1722, 8, set2, minCMV"
85.33495730832146,2.9495072211668795e-19,4.597937399088064e-18,2,89,7,5,"ELK1-1:1722, 8, set2, minProm"
15.456318034033757,4.402538713866897e-4,0.0015850171618153857,2,82,7,5,"ELK1-1:1722, 8, set2, minTK"
2.582065859627619,0.2749865944897349,0.38324313946104105,2,64,7,5,"ELK1-1:390, 4, set1, minCMV"
60.95580173047256,5.802509153531657e-14,6.724341739809705e-13,2,66,7,5,"ELK1-1:390, 4, set1, minProm"
17.996263082646237,1.2364060576048586e-4,5.062670670539361e-4,2,53,7,5,"ELK1-1:390, 4, set1, minTK"
3.7244509411139006,0.155326570728188,0.2471546632639561,2,71,7,5,"ELK1-1:57, 1, set1, minCMV"
21.479194678598105,2.1669662018180125e-5,1.029233037310475e-4,2,80,7,5,"ELK1-1:57, 1, set1, minProm"
24.462871199477377,4.874779917124897e-6,2.5833389345108818e-5,2,61,7,5,"ELK1-1:57, 1, set1, minTK"
0.05978021175815229,0.9705521856674351,0.9836850700279516,2,61,7,5,"ELK1-1:723, 8, set1, minCMV"
33.46798268897783,5.4015686356142644e-8,3.8177715258852486e-7,2,50,7,5,"ELK1-1:723, 8, set1, minProm"
22.1013377978461,1.5876525887245285e-5,7.670845276177872e-5,2,49,7,5,"ELK1-1:723, 8, set1, minTK"
72.82705745589465,1.5339295250758613e-16,2.1076946628671005e-15,2,80,7,5,"ELK1-2:1057, 1, set2, minCMV"
12.860468130606478,0.0016120734598600276,0.005033734209690031,2,53,7,5,"ELK1-2:1057, 1, set2, minProm"
4.430868253046356,0.1091061380971967,0.1858374653890688,2,48,7,5,"ELK1-2:1057, 1, set2, minTK"
6.989327019295615,0.03035896221599498,0.06385778970227438,2,35,7,5,"ELK1-2:1390, 4, set2, minCMV"
8.610287727775813,0.013498943391624028,0.032011780042994126,2,27,7,5,"ELK1-2:1390, 4, set2, minProm"
1.9980242608221488,0.3682430376471479,0.47947463033836696,2,28,7,5,"ELK1-2:1390, 4, set2, minTK"
12.097432469674004,0.0023608908913657837,0.0069848708356303685,2,27,7,5,"ELK1-2:1723, 8, set2, minCMV"
12.177842582539142,0.0022678539496918683,0.006745355428090777,2,31,7,5,"ELK1-2:1723, 8, set2, minProm"
1.5086943099449854,0.47031755900586064,0.5751850775194891,2,34,7,5,"ELK1-2:1723, 8, set2, minTK"
17.64548513938007,1.4734370520845088e-4,5.942121059686837e-4,2,48,7,5,"ELK1-2:391, 4, set1, minCMV"
0.7158993041466601,0.6991082727725029,0.7752162865803778,2,35,7,5,"ELK1-2:391, 4, set1, minProm"
22.49071823625627,1.306780327708044e-5,6.415863127724066e-5,2,44,7,5,"ELK1-2:391, 4, set1, minTK"
14.983545397110902,5.576535321485961e-4,0.0019661928785629605,2,42,7,5,"ELK1-2:58, 1, set1, minCMV"
3.5842739860518122,0.16660375790921517,0.26137427358324383,2,53,7,5,"ELK1-2:58, 1, set1, minProm"
7.77953067449198,0.020450144362117572,0.045476027035527194,2,55,7,5,"ELK1-2:58, 1, set1, minTK"
21.399695859531676,2.2548366587892903e-5,1.0645047469856896e-4,2,40,7,5,"ELK1-2:724, 8, set1, minCMV"
4.275274606880885,0.11793315436776296,0.1983964486789373,2,35,7,5,"ELK1-2:724, 8, set1, minProm"
12.37769698676766,0.002052188501868234,0.006169623973800633,2,46,7,5,"ELK1-2:724, 8, set1, minTK"
8.589008379886423,0.013643334523069215,0.032291853811441666,2,14,7,5,"EMX1-1:1232, 1, set2, minCMV"
7.053975284134992,0.029393325857226926,0.062039109077349754,2,13,7,5,"EMX1-1:1232, 1, set2, minProm"
2.165289571028495,0.3386985549883606,0.45010647150557187,2,13,7,5,"EMX1-1:1232, 1, set2, minTK"
1.2602864678202081,0.532515521263803,0.6318992139880752,2,10,7,5,"EMX1-1:1565, 4, set2, minCMV"
4.2491756338160656,0.11948220666378288,0.20028922307012947,2,9,7,5,"EMX1-1:1565, 4, set2, minProm"
31.22688005189798,1.6564149943308062e-7,1.0951238853799583e-6,2,10,7,5,"EMX1-1:1565, 4, set2, minTK"
9.008280217389938,0.011063099160706502,0.02691071486933043,2,16,7,5,"EMX1-1:1898, 8, set2, minCMV"
2.8890059305462614,0.23586327966723034,0.3419099041104859,2,11,7,5,"EMX1-1:1898, 8, set2, minProm"
3.8762332630555534,0.14397485229059812,0.2328313698706829,2,11,7,5,"EMX1-1:1898, 8, set2, minTK"
0.902279992568424,0.6369016720688881,0.723077646921832,2,16,7,5,"EMX1-1:233, 1, set1, minCMV"
5.860512668771264,0.053383352402367745,0.10330200077357993,2,12,7,5,"EMX1-1:233, 1, set1, minProm"
2.770803418967091,0.2502232625420979,0.3567482076447459,2,16,7,5,"EMX1-1:233, 1, set1, minTK"
3.4676123014739915,0.17661092129497813,0.2735109124038718,2,15,7,5,"EMX1-1:566, 4, set1, minCMV"
7.483515220816344,0.02371238934143875,0.05171928101389091,2,16,7,5,"EMX1-1:566, 4, set1, minProm"
7.127677479223337,0.02832986473953237,0.06027066003911729,2,13,7,5,"EMX1-1:566, 4, set1, minTK"
7.639002937042733,0.021938735318615524,0.04840075873812376,2,27,7,5,"EMX1-1:899, 8, set1, minCMV"
4.270509948877134,0.11821444487192045,0.1987063821574536,2,20,7,5,"EMX1-1:899, 8, set1, minProm"
5.23701024635011,0.07291177552511796,0.13391869774978304,2,17,7,5,"EMX1-1:899, 8, set1, minTK"
6.102579050530039,0.047297893220689786,0.09325960197800214,2,33,7,5,"EN1-1:1233, 1, set2, minCMV"
3.3090761499481687,0.19118034629849598,0.2905070972205251,2,30,7,5,"EN1-1:1233, 1, set2, minProm"
1.3679725746303575,0.5046014913273202,0.6066279819401842,2,31,7,5,"EN1-1:1233, 1, set2, minTK"
2.756131176396366,0.25206568058259343,0.35845969209036554,2,30,7,5,"EN1-1:1566, 4, set2, minCMV"
1.887516411912884,0.38916253068397955,0.5009927192330753,2,31,7,5,"EN1-1:1566, 4, set2, minProm"
2.568486900301423,0.27685996278222125,0.3851582992997515,2,32,7,5,"EN1-1:1566, 4, set2, minTK"
2.4867871860117248,0.2884038301405178,0.3978832715011366,2,27,7,5,"EN1-1:1899, 8, set2, minCMV"
8.625013048269466,0.01339992024197058,0.03180151086792245,2,27,7,5,"EN1-1:1899, 8, set2, minProm"
3.4858255769363495,0.17500989068281964,0.27164790209094725,2,25,7,5,"EN1-1:1899, 8, set2, minTK"
6.123383871061378,0.0468084313360931,0.09241317430610217,2,28,7,5,"EN1-1:234, 1, set1, minCMV"
7.110268984103186,0.028577531207011335,0.06062977432589416,2,28,7,5,"EN1-1:234, 1, set1, minProm"
0.7150951813373467,0.6993894137408398,0.7753880467863246,2,29,7,5,"EN1-1:234, 1, set1, minTK"
5.59390851800481,0.06099555666602919,0.11520132504389646,2,42,7,5,"EN1-1:567, 4, set1, minCMV"
0.3739789486317022,0.8294524668941395,0.881705962558637,2,27,7,5,"EN1-1:567, 4, set1, minProm"
9.665179554624501,0.007965864713857308,0.020386662520335243,2,25,7,5,"EN1-1:567, 4, set1, minTK"
9.31346108547018,0.009497463246336027,0.02373206641944503,2,33,7,5,"EN1-1:900, 8, set1, minCMV"
9.401208975347345,0.009089780780195872,0.022909082294609372,2,27,7,5,"EN1-1:900, 8, set1, minProm"
9.975428434886908,0.00682123855409111,0.017858502642467005,2,28,7,5,"EN1-1:900, 8, set1, minTK"
9.152176653901961,0.010295088656303436,0.025303391414826917,2,21,7,5,"EN1-2:1234, 1, set2, minCMV"
12.637674925379315,0.0018020372244900865,0.005512008283275952,2,29,7,5,"EN1-2:1234, 1, set2, minProm"
6.893139932637041,0.03185471193956894,0.06645775840109797,2,27,7,5,"EN1-2:1234, 1, set2, minTK"
7.980787307818446,0.018492433068237706,0.04184986142414001,2,31,7,5,"EN1-2:1567, 4, set2, minCMV"
5.853260698717804,0.05357727099935358,0.10344910357687197,2,26,7,5,"EN1-2:1567, 4, set2, minProm"
0.2703666928347275,0.8735557336903125,0.9141896943816492,2,16,7,5,"EN1-2:1567, 4, set2, minTK"
5.749787994197959,0.056422120095203546,0.10805882807132529,2,35,7,5,"EN1-2:1900, 8, set2, minCMV"
1.2893420853324642,0.5248351620883199,0.626051187715374,2,31,7,5,"EN1-2:1900, 8, set2, minProm"
8.571380588699185,0.013764116949038624,0.032540110200537035,2,32,7,5,"EN1-2:1900, 8, set2, minTK"
22.8360642927114,1.099541548253234e-5,5.472758662375497e-5,2,25,7,5,"EN1-2:235, 1, set1, minCMV"
2.6528790126899366,0.2654206093063005,0.37296119477449047,2,27,7,5,"EN1-2:235, 1, set1, minProm"
4.545019832692105,0.10305320029831831,0.17769588889171,2,28,7,5,"EN1-2:235, 1, set1, minTK"
3.0399795345836083,0.21871412497858342,0.32268608109979807,2,24,7,5,"EN1-2:568, 4, set1, minCMV"
2.8856338411746947,0.23626129113475744,0.34232527722332634,2,23,7,5,"EN1-2:568, 4, set1, minProm"
4.22090432856271,0.1211831593472535,0.20258763329091753,2,30,7,5,"EN1-2:568, 4, set1, minTK"
0.36146985862751535,0.8346565723662784,0.8846404377656442,2,26,7,5,"EN1-2:901, 8, set1, minCMV"
2.0186749197241625,0.36446036922081704,0.47617859769288623,2,31,7,5,"EN1-2:901, 8, set1, minProm"
0.8366450198018356,0.6581499343230848,0.7423775551761217,2,28,7,5,"EN1-2:901, 8, set1, minTK"
2.3628973913091613,0.30683390751800127,0.41770780764129,2,105,7,5,"EOMES-1:1142, 1, set2, minCMV"
6.664601575612323,0.03571084739298516,0.07328976534811107,2,105,7,5,"EOMES-1:1142, 1, set2, minProm"
5.5997083488600765,0.06081893093385706,0.11490306791625655,2,103,7,5,"EOMES-1:1142, 1, set2, minTK"
8.725645790405906,0.012742366466271412,0.030405444769168222,2,82,7,5,"EOMES-1:143, 1, set1, minCMV"
11.505064621172096,0.003174731203342157,0.009065178545294062,2,64,7,5,"EOMES-1:143, 1, set1, minProm"
2.0058241146743967,0.366809713455744,0.4783323269734988,2,74,7,5,"EOMES-1:143, 1, set1, minTK"
0.1250624928607067,0.9393837099672239,0.9608151118432455,2,97,7,5,"EOMES-1:1475, 4, set2, minCMV"
3.328206647736806,0.18936037680935483,0.288526776076174,2,102,7,5,"EOMES-1:1475, 4, set2, minProm"
2.679453006211588,0.261917292351437,0.36909794640026905,2,104,7,5,"EOMES-1:1475, 4, set2, minTK"
0.859331919730721,0.6507264271657603,0.7360518813355617,2,83,7,5,"EOMES-1:1808, 8, set2, minCMV"
2.836441079069118,0.24214452035238881,0.3486290773568617,2,71,7,5,"EOMES-1:1808, 8, set2, minProm"
1.8733309894068952,0.39193256004125965,0.5035034059346197,2,73,7,5,"EOMES-1:1808, 8, set2, minTK"
1.882353027544923,0.39016852657485057,0.5021825419578232,2,64,7,5,"EOMES-1:476, 4, set1, minCMV"
1.56203692862573,0.45793937880651525,0.5632085832257944,2,61,7,5,"EOMES-1:476, 4, set1, minProm"
0.22571257695199165,0.8932790253821091,0.9271463767843032,2,52,7,5,"EOMES-1:476, 4, set1, minTK"
0.3526520229042944,0.8383446288313002,0.8866603404245063,2,43,7,5,"EOMES-1:809, 8, set1, minCMV"
10.619938125259068,0.004942079610262534,0.013431085383288712,2,62,7,5,"EOMES-1:809, 8, set1, minProm"
0.09598256147000939,0.9531420977398016,0.9716512471896867,2,69,7,5,"EOMES-1:809, 8, set1, minTK"
39.37154592276511,2.822132699579873e-9,2.2747426562755355e-8,2,104,7,5,"EOMES-2:1143, 1, set2, minCMV"
11.906613186023606,0.0025972382942253828,0.007599922631316008,2,104,7,5,"EOMES-2:1143, 1, set2, minProm"
3.4846271938204154,0.17511478655509968,0.2716932217886317,2,105,7,5,"EOMES-2:1143, 1, set2, minTK"
8.87826088482143,0.011806200228540937,0.02847280358024162,2,105,7,5,"EOMES-2:144, 1, set1, minCMV"
42.510457625383424,5.874506856857011e-10,5.06328676386455e-9,2,105,7,5,"EOMES-2:144, 1, set1, minProm"
23.87592803374355,6.537445815472834e-6,3.3884381602222914e-5,2,105,7,5,"EOMES-2:144, 1, set1, minTK"
0.6569877820547845,0.7200073267174216,0.7918146823094725,2,105,7,5,"EOMES-2:1476, 4, set2, minCMV"
17.13468201680371,1.9021776540523156e-4,7.532672566853205e-4,2,105,7,5,"EOMES-2:1476, 4, set2, minProm"
20.70747696814942,3.1873408534080715e-5,1.4653179282658963e-4,2,105,7,5,"EOMES-2:1476, 4, set2, minTK"
5.853635819291412,0.05356722297337354,0.10344910357687197,2,105,7,5,"EOMES-2:1809, 8, set2, minCMV"
2.728387271469728,0.2555866888887585,0.3625003432431495,2,101,7,5,"EOMES-2:1809, 8, set2, minProm"
21.919975657564464,1.7383521707165898e-5,8.360970268239071e-5,2,105,7,5,"EOMES-2:1809, 8, set2, minTK"
13.34478780943573,0.0012653659568115916,0.004056303604768683,2,105,7,5,"EOMES-2:477, 4, set1, minCMV"
30.53031374557122,2.3465326680135586e-7,1.5219011242808105e-6,2,105,7,5,"EOMES-2:477, 4, set1, minProm"
0.09721381212057167,0.9525554999066088,0.9715348861658971,2,105,7,5,"EOMES-2:477, 4, set1, minTK"
46.08851673744903,9.817609433729486e-11,9.013416613148954e-10,2,104,7,5,"EOMES-2:810, 8, set1, minCMV"
6.452309344537753,0.03970990317006675,0.08025607939142809,2,105,7,5,"EOMES-2:810, 8, set1, minProm"
7.291727911687303,0.026098851855191077,0.05612992235823872,2,104,7,5,"EOMES-2:810, 8, set1, minTK"
9.355089274314196,0.009301825226579104,0.023366085107724352,2,90,7,5,"ERG-1:1058, 1, set2, minCMV"
28.024640832412842,8.213467907887664e-7,4.91687328364971e-6,2,105,7,5,"ERG-1:1058, 1, set2, minProm"
72.99598914002854,1.4096859060247882e-16,1.9500655033342904e-15,2,105,7,5,"ERG-1:1058, 1, set2, minTK"
3.9791725986542588,0.13675198813421346,0.22350471291121318,2,105,7,5,"ERG-1:1391, 4, set2, minCMV"
128.43209669828047,1.2921845745206197e-28,2.5936593649364854e-27,2,91,7,5,"ERG-1:1391, 4, set2, minProm"
36.15286008653584,1.4109323128687912e-8,1.0529703846464295e-7,2,100,7,5,"ERG-1:1391, 4, set2, minTK"
5.482587423680343,0.06448686548295673,0.12090303046285722,2,74,7,5,"ERG-1:1724, 8, set2, minCMV"
23.536899462369547,7.745103418983598e-6,3.96090134882575e-5,2,87,7,5,"ERG-1:1724, 8, set2, minProm"
29.533101727623034,3.8633890370646105e-7,2.4237932038458467e-6,2,92,7,5,"ERG-1:1724, 8, set2, minTK"
3.2024077452733763,0.20165360654775888,0.3030656793775349,2,85,7,5,"ERG-1:392, 4, set1, minCMV"
54.76428510246933,1.282586272355973e-12,1.3605604291555072e-11,2,81,7,5,"ERG-1:392, 4, set1, minProm"
31.326351802494173,1.5760468997400845e-7,1.045365017084622e-6,2,90,7,5,"ERG-1:392, 4, set1, minTK"
10.941593812418432,0.004207877537778249,0.011689183101327003,2,92,7,5,"ERG-1:59, 1, set1, minCMV"
21.00877211691204,2.7415937352755464e-5,1.2718178793098494e-4,2,80,7,5,"ERG-1:59, 1, set1, minProm"
30.28795546868332,2.648829691534435e-7,1.7071471107454878e-6,2,90,7,5,"ERG-1:59, 1, set1, minTK"
0.14813150671761832,0.9286106325657002,0.9539264935973457,2,74,7,5,"ERG-1:725, 8, set1, minCMV"
65.42908374896797,6.19804872304848e-15,7.753241396530299e-14,2,62,7,5,"ERG-1:725, 8, set1, minProm"
8.954140027130052,0.011366668596678519,0.027550938642778,2,61,7,5,"ERG-1:725, 8, set1, minTK"
3.6963188368372357,0.1575268406486976,0.24967564305479736,2,81,7,5,"ERG-2:1059, 1, set2, minCMV"
28.634242446482858,6.055545281611292e-7,3.6934616802042258e-6,2,73,7,5,"ERG-2:1059, 1, set2, minProm"
22.955284392690373,1.0359131089241642e-5,5.20243525348505e-5,2,83,7,5,"ERG-2:1059, 1, set2, minTK"
1.9818451395040029,0.37123404368869595,0.48266712454190736,2,70,7,5,"ERG-2:1392, 4, set2, minCMV"
51.639982520689045,6.116743552130231e-12,6.189298006125846e-11,2,82,7,5,"ERG-2:1392, 4, set2, minProm"
48.45990287576751,2.999616913609191e-11,2.8942024917862676e-10,2,69,7,5,"ERG-2:1392, 4, set2, minTK"
3.7715550264347257,0.15171105620942074,0.2427218825835536,2,72,7,5,"ERG-2:1725, 8, set2, minCMV"
22.67270841541631,1.1931194421553545e-5,5.895526640159443e-5,2,69,7,5,"ERG-2:1725, 8, set2, minProm"
41.44507439676909,1.0007289040834304e-9,8.43138124674956e-9,2,87,7,5,"ERG-2:1725, 8, set2, minTK"
13.849157325143096,9.833173392782613e-4,0.003232504474659814,2,105,7,5,"ERG-2:393, 4, set1, minCMV"
22.970765217960434,1.0279256669354183e-5,5.1712745576600874e-5,2,89,7,5,"ERG-2:393, 4, set1, minProm"
82.3997305062685,1.2797521428190565e-18,1.945603381483823e-17,2,100,7,5,"ERG-2:393, 4, set1, minTK"
3.2332264680608205,0.1985700719126917,0.29936607307014046,2,86,7,5,"ERG-2:60, 1, set1, minCMV"
21.828445202990224,1.8197567957942472e-5,8.738816450170654e-5,2,67,7,5,"ERG-2:60, 1, set1, minProm"
20.62497031975363,3.321579109008767e-5,1.5224730513083468e-4,2,69,7,5,"ERG-2:60, 1, set1, minTK"
5.854665884229689,0.05353964121762025,0.1034451597360914,2,64,7,5,"ERG-2:726, 8, set1, minCMV"
9.876113931314649,0.00716851351708421,0.018616917556841955,2,58,7,5,"ERG-2:726, 8, set1, minProm"
47.847919385462774,4.073393069725161e-11,3.903085839976902e-10,2,71,7,5,"ERG-2:726, 8, set1, minTK"
7.899688839803275,0.0192576976568268,0.04327873362906337,2,76,7,5,"ESR1-1:1269, 1, set2, minCMV"
10.27745378792315,0.005865151922564807,0.015614981841522777,2,73,7,5,"ESR1-1:1269, 1, set2, minProm"
